ï»¿Time,Time Code,Country Name,Country Code,GDP per unit of energy use (PPP $ per kg of oil equivalent) [EG.GDP.PUSE.KO.PP],GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent) [EG.GDP.PUSE.KO.PP.KD],"Energy imports, net (% of energy use) [EG.IMP.CONS.ZS]",Alternative and nuclear energy (% of total energy use) [EG.USE.COMM.CL.ZS],"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP) [EG.USE.COMM.GD.PP.KD]",Combustible renewables and waste (% of total energy) [EG.USE.CRNW.ZS],Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE],Pump price for diesel fuel (US$ per liter) [EP.PMP.DESL.CD],Pump price for gasoline (US$ per liter) [EP.PMP.SGAS.CD],Natural gas rents (% of GDP) [NY.GDP.NGAS.RT.ZS],Fuel exports (% of merchandise exports) [TX.VAL.FUEL.ZS.UN],Oil rents (% of GDP) [NY.GDP.PETR.RT.ZS]
2006,YR2006,Saudi Arabia,SAU,6.851940264,7.466039375,-316.3011392,0,133.939824,0.004404618,5341.830568,0.07,0.16,4.748172662,91.01429522,53.57215517
2006,YR2006,Senegal,SEN,8.00559178,8.723085893,54.38384332,0.731444614,114.6383301,44.25350695,241.6819897,1.09,1.31,0.030975952,0.027753146,0
2006,YR2006,Serbia,SRB,4.298050485,4.834094426,38.090171,5.526087335,206.8639774,4.728605289,2302.391572,1.35,1.45,0.201654584,3.506890251,0.865894641
2006,YR2006,Seychelles,SYC,6.098368152,6.644929027,..,..,150.4906969,..,2872.340426,..,..,0,0,0
2006,YR2006,Sierra Leone,SLE,..,..,..,..,..,..,..,0.98,0.98,0,..,0
2006,YR2006,Singapore,SGP,11.37781339,12.39753989,98.30407557,0,80.66116414,1.695924433,5269.663971,0.63,0.92,0,12.93037326,0
2006,YR2006,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
2006,YR2006,Slovak Republic,SVK,5.42542615,6.094194191,64.48960849,27.56187673,164.0906031,2.621281723,3469.291394,1.43,1.35,0.065385058,5.454146211,0.016200316
2006,YR2006,Slovenia,SVN,7.092988128,7.700482707,52.99716313,23.95808031,129.8619889,6.518691043,3649.422384,1.21,1.23,0.002274026,2.703621847,0.000254966
2006,YR2006,Solomon Islands,SLB,12.50457335,13.62528472,..,..,73.39296172,..,122.7335891,..,..,0,..,0
2006,YR2006,Somalia,SOM,..,..,..,..,..,..,..,0.67,0.74,..,..,..
2006,YR2006,South Africa,ZAF,4.009111737,4.368424845,-23.70277699,2.263054871,228.9154639,10.87936268,2654.762108,0.84,0.85,0.159780521,9.362994674,0.155600983
2006,YR2006,South Sudan,SSD,..,..,..,..,..,..,..,1.22,1.76,..,..,..
2006,YR2006,Spain,ESP,9.667836857,10.70334939,77.90083445,14.10114464,93.42869819,3.588182537,3194.081246,1.1,1.15,0.001303671,4.447181691,0.004480504
2006,YR2006,Sri Lanka,LKA,13.75650523,14.9894199,43.24540599,4.403901685,66.71372252,52.1562973,457.3742069,0.55,0.88,0,0.010782172,0
2006,YR2006,St. Kitts and Nevis,KNA,12.73202118,13.87311737,..,..,72.08185251,..,1585.772211,..,..,0,0.110969868,0
2006,YR2006,St. Lucia,LCA,14.2979427,15.57938322,..,..,64.18739343,..,709.7867061,..,..,0,0.001643466,0
2006,YR2006,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
2006,YR2006,St. Vincent and the Grenadines,VCT,14.30561518,15.58774334,..,..,64.15296801,..,642.7443347,..,..,0,0,0
2006,YR2006,Sudan,SDN,6.646050966,7.241697431,-81.42306019,0.732292469,138.0891717,71.54516073,389.9966343,0.49,0.72,0,91.10935402,20.84945589
2006,YR2006,Suriname,SUR,8.149411761,8.879795613,..,..,112.6152046,..,1439.652548,0.94,0.94,0,4.73431804,9.00207429
2006,YR2006,Swaziland,SWZ,18.89406276,20.5874265,..,..,48.57333674,..,363.0822283,0.85,0.8,0,0.919427625,0
2006,YR2006,Sweden,SWE,6.799409282,7.754102716,34.61093334,45.51891357,128.9639868,18.93476822,5529.077953,1.44,1.46,0,5.437848104,0
2006,YR2006,Switzerland,CHE,11.98606464,14.58575079,54.70406362,37.35531339,68.56006346,7.934804156,3619.017351,1.36,1.27,4.94E-05,2.589176206,0
2006,YR2006,Syrian Arab Republic,SYR,..,..,-16.31860415,1.56855598,..,0.026607244,1154.913339,0.13,0.6,4.226112902,40.35426947,24.24381318
2006,YR2006,Tajikistan,TJK,4.761229583,5.187950591,37.03620814,59.52641166,192.7543415,0,347.1950623,0.74,0.8,0.1329967,..,0.342367934
2006,YR2006,Tanzania,TZA,3.758226055,4.095053756,8.248090886,0.693511582,244.1970386,88.67626814,442.2993138,0.99,1.04,0.619951366,0.232067196,0
2006,YR2006,Thailand,THA,7.195831874,7.840751969,43.19948802,0.693944602,127.5387876,17.36967443,1525.551449,0.65,0.7,2.587446903,4.6787981,2.099995249
2006,YR2006,Timor-Leste,TMP,19.88978101,21.67238511,..,..,46.14166806,..,59.23385526,0.88,0.98,..,..,..
2006,YR2006,Togo,TGO,2.706749758,2.949339822,13.85430508,0.330658126,339.0589286,85.81503679,412.8965009,1.01,1.03,0,..,0
2006,YR2006,Tonga,TON,8.049446577,8.770871137,..,..,114.0137604,..,561.5376279,..,..,0,..,0
2006,YR2006,Trinidad and Tobago,TTO,1.960508684,2.136217548,-125.6671937,0,468.117117,0.172429523,13794.3937,0.24,0.43,47.08794788,76.45548002,21.43348514
2006,YR2006,Tunisia,TUN,9.829066385,10.7099878,24.2237159,0.127746244,93.37078794,13.27957631,864.1204001,0.57,0.83,1.647958171,12.99354263,4.189573022
2006,YR2006,Turkey,TUR,9.613806968,11.79721996,71.71453867,5.578863926,84.76573321,5.568714719,1355.803919,1.62,1.88,0.036141078,4.171252774,0.165839911
2006,YR2006,Turkmenistan,TKM,1.602398813,1.746012395,-208.7471977,0,572.7336202,0,4087.856866,0.01,0.02,..,..,..
2006,YR2006,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
2006,YR2006,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,0,..,0
2006,YR2006,Uganda,UGA,..,..,..,..,..,..,..,1.01,1.17,0,5.028416325,0
2006,YR2006,Ukraine,UKR,2.453755435,2.673671105,39.5566471,17.93044794,374.0175814,0.597761744,2935.230055,0.87,0.81,3.685867601,6.409218301,1.251844851
2006,YR2006,United Arab Emirates,ARE,9.270137906,10.10096585,-301.0409617,0,99.00043369,0.073304413,8926.974206,0.53,0.37,5.007929098,..,24.92747418
2006,YR2006,United Kingdom,GBR,10.25687388,10.43647648,14.69929353,9.344111236,95.81777926,1.811868931,3598.452869,1.73,1.63,0.655231152,9.50949565,1.099462196
2006,YR2006,United States,USA,6.032627078,6.573295966,27.97212343,10.89347453,152.1306822,3.411082903,7697.652535,0.69,0.63,0.632996391,3.695664742,0.645100542
2006,YR2006,Uruguay,URY,12.95330131,14.11422953,75.33855201,9.71146257,70.85048444,14.97355053,955.4586689,0.94,1.23,0,3.588926509,0
2006,YR2006,Uzbekistan,UZB,1.627104897,1.77293274,-21.90638071,1.641891459,564.0371895,0.007863888,1811.324304,0.54,0.85,67.8199937,..,13.49755642
2006,YR2006,Vanuatu,VUT,17.54370491,19.11604401,..,..,52.31207876,..,144.4312437,..,..,0,0.001863842,0
2006,YR2006,"Venezuela, RB",VEN,6.026852835,6.567004212,-245.1866417,10.47619358,152.2764365,1.140916239,2460.80603,0.02,0.03,3.930020441,92.57331232,37.69050336
2006,YR2006,Vietnam,VNM,6.636869879,7.231693497,-45.8209711,4.132069286,138.2801968,34.75876376,509.8329636,0.53,0.67,2.403901542,24.38654804,10.96489768
2006,YR2006,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
2006,YR2006,West Bank and Gaza,WBG,..,..,..,..,..,..,..,0.98,1.29,0,..,0
2006,YR2006,"Yemen, Rep.",YEM,11.61475612,12.65571841,-165.6217966,0,79.0156645,1.293196658,334.3199975,0.28,0.3,0,94.42516924,41.10439286
2006,YR2006,Zambia,ZMB,3.978672199,4.33525719,7.934305447,11.32016233,230.6668223,80.24054128,604.0095759,1.22,1.31,0,0.604575754,0
2006,YR2006,Zimbabwe,ZWE,1.944185199,2.118431085,9.084667664,4.66691153,472.0474538,63.20486808,745.3611541,..,..,0,39.07399018,0
2007,YR2007,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,0.087197981,..,0
2007,YR2007,Albania,ALB,11.26578105,11.73330053,47.99839144,12.18660252,85.22751103,10.64619124,679.8617651,..,..,0.034813624,7.453003161,2.115629974
2007,YR2007,Algeria,DZA,11.09703566,11.77814174,-346.5352066,0.052825656,84.90303669,0.194062805,1073.864898,..,..,15.35754343,97.78888216,29.39710425
2007,YR2007,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
2007,YR2007,Andorra,ADO,..,..,..,..,..,..,..,..,..,0,..,0
2007,YR2007,Angola,AGO,..,..,-785.553024,1.993386075,..,66.20468823,561.5501055,..,..,0.266570594,..,59.71961066
2007,YR2007,Antigua and Barbuda,ATG,14.16473285,15.03412589,..,..,66.51534032,..,1729.91931,..,..,0,0,0
2007,YR2007,Argentina,ARG,..,..,-12.62236256,6.113279968,..,3.472680198,1840.660284,..,..,2.903512572,10.99399808,4.369980709
2007,YR2007,Armenia,ARM,6.790927538,7.207736327,70.78468308,28.91649251,138.7398144,0.298824402,954.7303536,..,..,0,1.202724406,0
2007,YR2007,Aruba,ABW,..,..,..,..,..,..,..,..,..,0,..,0
2007,YR2007,Australia,AUS,6.418345372,7.134645783,-138.2323143,1.358722457,140.1611279,4.523664269,5692.925925,..,..,1.066351622,24.41674487,1.264857924
2007,YR2007,Austria,AUT,9.737453035,10.79551051,67.33597549,10.48947762,92.63109875,15.09421612,4029.626953,..,..,0.106324757,2.674997451,0.098936057
2007,YR2007,Azerbaijan,AZE,8.839445862,9.381987173,-330.6913227,1.678395528,106.5872274,0.725881464,1411.55734,..,..,6.214388338,81.39896585,57.46589378
2007,YR2007,"Bahamas, The",BHS,11.55088949,12.25985189,..,..,81.56705393,..,2071.530624,..,..,0,0,0
2007,YR2007,Bahrain,BHR,3.631541979,3.854436217,-63.87476528,0,259.4413148,0,11284.42733,..,..,11.81328395,80.83024976,19.53973626
2007,YR2007,Bangladesh,BGD,11.71120632,12.43000853,13.69629868,0.253275529,80.4504677,33.09394299,173.4901141,..,..,4.558681654,1.623045043,0.174914533
2007,YR2007,Barbados,BRB,10.42951756,11.06965318,..,..,90.33706695,..,1452.088328,..,..,0.13154758,22.98840669,0.546769799
2007,YR2007,Belarus,BLR,4.230386691,4.4900364,86.19836238,0.011097581,222.7153437,4.669092076,2918.197908,..,..,0.09533738,34.91930915,1.72588319
2007,YR2007,Belgium,BEL,6.806836355,7.680433623,74.83888674,22.15465567,130.200982,3.612884312,5374.498339,..,..,0,7.008900559,0
2007,YR2007,Belize,BLZ,12.48239622,13.24853198,..,..,75.48006084,..,596.5087482,..,..,0,28.20803539,5.212212854
2007,YR2007,Benin,BEN,4.485976402,4.761313517,41.22225923,0,210.0260771,58.77774077,368.2160843,..,..,0,3.066382864,0
2007,YR2007,Bermuda,BMU,..,..,..,..,..,..,..,..,..,0,..,0
2007,YR2007,Bhutan,BTN,14.44698119,15.33369787,..,..,65.21584085,..,358.0489852,..,..,0,36.51445985,0
2007,YR2007,Bolivia,BOL,6.657006134,7.06559519,-152.7442882,3.001477306,141.5308935,31.17810626,703.7590073,..,..,22.4866912,49.17656539,8.414009231
2007,YR2007,Bosnia and Herzegovina,BIH,5.687556342,6.401018974,30.60071047,6.487187425,156.2251267,3.415819427,1381.122055,..,..,0,7.731122518,0
2007,YR2007,Botswana,BWA,11.96035692,12.69445132,53.10457006,0,78.77457438,23.40921421,1029.29035,..,..,0,0.241992605,0
2007,YR2007,Brazil,BRA,10.16030827,10.78392055,8.084068717,15.10841857,92.73065354,30.65360357,1221.362129,..,..,0.163407764,8.289251019,2.74390612
2007,YR2007,Brunei Darussalam,BRN,8.357980784,8.870971069,-542.8667442,0,112.7272304,0,8618.396139,..,..,22.78864879,..,34.49041932
2007,YR2007,Bulgaria,BGR,4.996240344,5.541930245,50.42883157,20.48203995,180.4425454,3.710334807,2666.117277,..,..,0.139728704,14.60917972,0.026561767
2007,YR2007,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,0,0.004514983,0
2007,YR2007,Burundi,BDI,..,..,..,..,..,..,..,..,..,0,5.729812,0
2007,YR2007,Cabo Verde,CPV,25.06870887,26.60735851,..,..,37.583588,..,214.0135223,..,..,0,0,0
2007,YR2007,Cambodia,KHM,8.633895658,9.163820853,33.49540832,0.121039225,109.1247871,66.38355245,253.5940038,..,..,0,..,0
2007,YR2007,Cameroon,CMR,7.275729036,7.722293632,-45.8392458,5.218561841,129.4952054,65.89631144,332.3033216,..,..,0.409410881,58.68062171,9.771507151
2007,YR2007,Canada,CAN,4.856911464,5.129988673,-54.91011761,21.17230146,194.9322043,4.940077777,8076.397516,..,..,2.043545354,22.41729349,3.538392703
2007,YR2007,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
2007,YR2007,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,0,..,0
2007,YR2007,Chad,TCD,..,..,..,..,..,..,..,..,..,0,..,38.55427861
2007,YR2007,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,0,..,0
2007,YR2007,Chile,CHL,9.058526052,9.951802208,69.37082147,6.499837141,100.4843122,16.99944316,1859.685358,..,..,0.227119157,1.762690395,0.030517025
2007,YR2007,China,CHN,4.387637627,4.656938973,6.32703385,3.205686562,214.7333271,10.08941016,1551.4299,..,..,0.388785613,1.686111763,2.285784076
2007,YR2007,Colombia,COL,15.23252903,16.16746052,-206.0341051,13.52625187,61.85263287,12.31827989,637.5107615,..,..,0.77645664,37.24141203,5.7342713
2007,YR2007,Comoros,COM,20.66078228,21.92888529,..,..,45.60195317,..,63.13481284,..,..,0,..,0
2007,YR2007,"Congo, Dem. Rep.",ZAR,1.7650534,1.87338761,-4.527423469,3.751012166,533.7923633,93.90013908,299.8333497,..,..,0.012117823,..,3.447651092
2007,YR2007,"Congo, Rep.",COG,14.28302649,15.15968008,-930.1576339,2.368660995,65.96445272,58.22655449,327.3435576,..,..,0.779846548,87.02461809,60.87264687
2007,YR2007,Costa Rica,CRI,11.26659305,11.9581061,49.37481867,32.03210326,83.62528242,18.59307807,1031.8087,..,..,0,0.58070074,0
2007,YR2007,Cote d'Ivoire,CIV,4.702619669,4.991253762,-12.96554653,1.518030629,200.3504626,74.88083751,539.7271852,..,..,1.728106822,32.71009852,5.903680121
2007,YR2007,Croatia,HRV,9.00198973,10.19234205,56.45134395,4.014425982,98.11287684,3.523547528,2102.145852,..,..,1.017073698,12.75683407,0.576693454
2007,YR2007,Cuba,CUB,17.80671578,18.89964389,45.38969435,0.104564735,52.91104984,15.35629816,903.7954747,..,..,0.441473418,..,1.964226666
2007,YR2007,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
2007,YR2007,Cyprus,CYP,9.99548381,11.15480818,96.99212843,2.209682361,89.64744024,1.073671527,2293.675685,..,..,0,0.00763159,0
2007,YR2007,Czech Republic,CZE,5.973874353,6.401946366,26.55221339,15.30165944,156.2024957,4.586612719,4466.648632,..,..,0.022468827,2.579428104,0.058398367
2007,YR2007,Denmark,DNK,10.67217056,12.58584463,-36.98136545,3.256231916,79.45434171,15.13028975,3623.856025,..,..,0.669338157,8.452249225,2.162622807
2007,YR2007,Djibouti,DJI,12.84802556,13.63660267,..,..,73.33204791,..,178.9045288,..,..,0,..,0
2007,YR2007,Dominica,DMA,14.9665585,15.88516543,..,..,62.95181528,..,607.3875274,..,..,0,0,0
2007,YR2007,Dominican Republic,DOM,13.17703271,13.98580339,89.19670307,2.079430179,71.50107663,8.723866751,740.1787984,..,..,0,5.825157533,0
2007,YR2007,Ecuador,ECU,10.287958,10.91940507,-147.5984786,6.749606383,91.58008089,5.878706465,813.196373,..,..,0.115146511,59.5316376,22.46678169
2007,YR2007,"Egypt, Arab Rep.",EGY,9.505957898,10.08940792,-22.51638933,2.017770931,99.11384376,2.105185473,897.4570779,..,..,9.63492144,52.4805719,11.12457156
2007,YR2007,El Salvador,SLV,9.520312763,10.10464385,47.88762271,29.86748407,98.96439847,22.24489322,748.119993,..,..,0,2.864948086,0
2007,YR2007,Equatorial Guinea,GNQ,14.37116582,15.25322916,..,..,65.5598883,..,2641.942451,..,..,6.466594404,..,78.25453712
2007,YR2007,Eritrea,ERI,8.490016767,9.011111064,26.46694355,0.023867971,110.9741066,73.50918848,163.5456423,..,..,0,..,0
2007,YR2007,Estonia,EST,5.146189327,6.286472605,22.52267121,0.169298063,159.0717184,10.40342927,4243.648,..,..,0,12.32081789,0
2007,YR2007,Ethiopia,ETH,1.825606283,1.937657066,5.04452035,0.812584665,516.0871949,94.13395993,442.8769739,..,..,0,0.006189447,0
2007,YR2007,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,0,1.730332766,0
2007,YR2007,Fiji,FJI,11.74038568,12.46097885,..,..,80.25051742,..,627.7486466,..,..,0,0.075359224,0
2007,YR2007,Finland,FIN,5.385016381,6.032104173,56.2533447,19.92642469,165.7796303,20.38005467,6965.423392,..,..,0,5.473705802,0
2007,YR2007,France,FRA,8.268114602,9.142863845,49.03206779,45.56735568,109.3749198,4.60543737,4116.761236,..,..,0.008891332,3.824605043,0.01639377
2007,YR2007,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,0.051759666,..
2007,YR2007,Gabon,GAB,12.28878791,13.04304052,-647.7534387,3.730063928,76.66923968,59.16926669,1281.681891,..,..,0.303419459,83.41376869,45.67716968
2007,YR2007,"Gambia, The",GMB,16.55381716,17.56984574,..,..,56.91569606,..,86.56464622,..,..,0,..,0
2007,YR2007,Georgia,GEO,7.127662552,7.565139227,67.88669166,18.02721974,132.1852738,11.79160962,761.3993711,..,..,0.034325386,3.948583685,0.248768701
2007,YR2007,Germany,DEU,9.232584839,10.21867614,58.460933,12.95486983,97.86003455,6.201413381,3983.879185,..,..,0.111869649,2.293106569,0.043849515
2007,YR2007,Ghana,GHA,6.871187016,7.292921915,34.10216866,3.848883858,137.1192523,61.68356277,369.6575748,..,..,0,1.292176244,0.559718118
2007,YR2007,Greece,GRC,10.71649534,11.94521219,66.33863384,1.831179993,83.71554933,3.908909152,2706.860663,..,..,0.001790132,12.16720566,0.008683462
2007,YR2007,Greenland,GRL,..,..,..,..,..,..,..,..,..,0,1.67E-05,0
2007,YR2007,Grenada,GRD,14.511163,15.40181899,..,..,64.92739597,..,781.9514032,..,..,0,0.282854062,0
2007,YR2007,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
2007,YR2007,Guatemala,GTM,10.18316396,10.80817906,33.44775089,5.720235385,92.5225234,50.9893266,616.7345853,..,..,0,5.073290893,0.996650874
2007,YR2007,Guinea,GIN,..,..,..,..,..,..,..,..,..,0,1.042484665,0
2007,YR2007,Guinea-Bissau,GNB,19.33001417,20.51643822,..,..,48.7414038,..,62.19955976,..,..,0,..,0
2007,YR2007,Guyana,GUY,7.465592498,7.923810401,..,..,126.2019091,..,670.5666825,..,..,0,0.001159558,0
2007,YR2007,Haiti,HTI,3.919958879,4.160555367,20.99534068,0.360402331,240.3525279,78.64425699,384.5137752,..,..,0,..,0
2007,YR2007,Honduras,HND,6.19760348,6.577995641,54.80576727,4.060038693,152.0219919,41.13419404,657.3986397,..,..,0,5.52227977,0
2007,YR2007,"Hong Kong SAR, China",HKG,20.41043821,21.66317577,99.55930103,0.00058638,46.16128357,0.460172258,2120.533667,..,..,0,1.979917986,0
2007,YR2007,Hungary,HUN,7.275717984,8.73000263,61.74633199,14.79239732,114.5475027,4.950979715,2658.036373,..,..,0.374155559,2.799712987,0.271375349
2007,YR2007,Iceland,ISL,2.49373654,2.743530757,18.28323381,81.58689079,364.4938179,0.129875393,15522.1494,..,..,0,1.453811078,0
2007,YR2007,India,IND,6.882692028,7.305133075,23.88727019,2.749170954,136.8900456,27.60164322,511.8693787,..,..,0.521322285,15.89886503,1.262073917
2007,YR2007,Indonesia,IDN,8.928902528,9.476934448,-74.06609135,7.120204122,105.5193539,28.3209411,788.5257754,..,..,2.929191783,25.38673324,4.62876924
2007,YR2007,"Iran, Islamic Rep.",IRN,5.832039446,6.189994274,-76.68444027,0.816575031,161.551038,0.318901988,2662.285807,..,..,9.44207772,..,32.82889149
2007,YR2007,Iraq,IRQ,13.06659929,13.86859187,-347.399339,2.081786382,72.10537376,0.110855074,833.6683139,..,..,0.390532735,99.7394768,54.59315609
2007,YR2007,Ireland,IRL,13.66600405,14.61168443,90.68956308,1.509677529,68.43837923,1.662469776,3420.201039,..,..,0.035556005,0.771217102,0
2007,YR2007,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,0,..,0
2007,YR2007,Israel,ISR,9.589165716,9.91669849,85.97616318,3.619381758,100.8400125,0.042434274,2883.002744,..,..,0.332268116,0.153334017,0.001304118
2007,YR2007,Italy,ITA,10.98703002,12.41812089,85.40031138,4.58453837,80.52748145,2.478977196,3070.090288,..,..,0.092265449,3.858581139,0.119172838
2007,YR2007,Jamaica,JAM,5.401692243,5.733233523,90.36350235,0.434046873,174.4216411,9.202450775,1577.651822,..,..,0,15.08861395,0
2007,YR2007,Japan,JPN,8.278232534,8.742700707,82.44981481,15.30738233,114.3811316,1.391844286,4024.272115,..,..,0.023084488,1.289584576,0.003076596
2007,YR2007,Jordan,JOR,7.683679153,8.155282625,96.15639782,1.463216182,122.6199074,0.08836999,1273.531355,..,..,0.267547694,0.828820092,0.002693124
2007,YR2007,Kazakhstan,KAZ,4.066116201,4.315683431,-100.0440211,1.0633137,231.7130105,0.038844589,4267.99306,..,..,3.260162075,66.55231167,32.07330053
2007,YR2007,Kenya,KEN,4.968808981,5.273781055,16.54394214,6.804801678,189.6172764,76.65125618,464.2694576,..,..,0,4.323022116,0
2007,YR2007,Kiribati,KIR,14.25563758,15.13061011,..,..,66.09118819,..,114.2145156,..,..,0,0.000246463,0
2007,YR2007,"Korea, Dem. Rep.",PRK,..,..,-7.63423511,6.240995044,..,5.739531792,758.9452448,..,..,..,..,..
2007,YR2007,"Korea, Rep.",KOR,6.094836852,6.136643366,80.82952764,16.93753356,162.9555346,1.23580739,4573.064867,..,..,0.007952343,6.530611737,0.001293996
2007,YR2007,Kosovo,KSV,5.917868394,6.281091172,30.26560417,0.409340254,159.2080058,10.57609836,1179.758441,..,..,0,..,0
2007,YR2007,Kuwait,KWT,8.658272751,9.189694146,-456.713677,0,108.8175498,0,10395.11761,..,..,2.530724651,96.30702113,53.61366832
2007,YR2007,Kyrgyz Republic,KGZ,4.368211979,4.636321032,55.17769906,37.08391328,215.6882565,0.122089911,560.6182143,..,..,0.085541793,15.59016932,0.805631937
2007,YR2007,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,0,..,0
2007,YR2007,Latvia,LVA,8.727181448,9.898865079,62.43545284,4.995435022,101.021682,24.45066498,2179.813891,..,..,0,3.658718152,0
2007,YR2007,Lebanon,LBN,12.0999252,12.84258593,94.63872258,1.425336724,77.86593801,4.040290136,1035.392148,..,..,0,0.247741061,0
2007,YR2007,Lesotho,LSO,188.7816681,200.368577,..,..,4.990802525,..,9.715410072,..,..,0,..,0
2007,YR2007,Liberia,LBR,..,..,..,..,..,..,..,..,..,0,..,0
2007,YR2007,Libya,LBY,9.814764269,10.41716799,-559.0615717,0,95.99538003,0.956867883,2725.887925,..,..,5.108891849,96.62472329,61.27599586
2007,YR2007,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,0,..,0
2007,YR2007,Lithuania,LTU,6.586087076,7.658374829,58.17586142,28.07371397,130.5760063,9.694466843,2927.241223,..,..,0,13.35549661,0.172054828
2007,YR2007,Luxembourg,LUX,9.451873027,11.03260068,97.04735755,0.422522458,90.64045994,3.408865937,8765.934087,..,..,0,0.778729705,0
2007,YR2007,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,0,0,0
2007,YR2007,"Macedonia, FYR",MKD,6.516999739,7.105386687,50.61755643,3.175934119,140.7382939,4.612476197,1484.206847,..,..,0,4.922222509,0
2007,YR2007,Madagascar,MDG,..,..,..,..,..,..,..,..,..,0,4.701841303,0
2007,YR2007,Malawi,MWI,..,..,..,..,..,..,..,..,..,0,0.035775584,0
2007,YR2007,Malaysia,MYS,6.875833856,7.297853966,-28.5668343,0.76147309,137.0265841,4.387150681,2742.500273,..,..,7.88915005,14.41231882,8.194221677
2007,YR2007,Maldives,MDV,10.79728469,11.45999286,..,..,87.26008928,..,856.7335244,..,..,0,..,0
2007,YR2007,Mali,MLI,..,..,..,..,..,..,..,..,..,0,1.91702738,0
2007,YR2007,Malta,MLT,10.94530763,12.5113496,99.83947484,0.089775607,79.92742845,0.070749558,2158.082631,..,..,0,2.288815993,0
2007,YR2007,Marshall Islands,MHL,5.428935625,5.76214903,..,..,173.5463617,..,613.7793463,..,..,0,..,0
2007,YR2007,Mauritania,MRT,..,..,..,..,..,..,..,..,..,0,25.74430086,10.31528627
2007,YR2007,Mauritius,MUS,12.99909498,13.79694432,80.32561528,0.578373445,72.47981703,19.09601127,1007.574841,..,..,0,0.144914066,0
2007,YR2007,Mexico,MEX,8.839636515,10.21776841,-37.61362217,6.58568196,97.86872828,4.950447838,1551.296607,..,..,1.098281229,15.76683928,6.978485616
2007,YR2007,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,0,..,0
2007,YR2007,Moldova,MDA,3.616324597,3.838284833,96.72281933,0.965723402,260.5330358,1.970972896,938.5967218,..,..,0,0.243903257,0.080702646
2007,YR2007,Monaco,MCO,..,..,..,..,..,..,..,..,..,0,..,0
2007,YR2007,Mongolia,MNG,5.549172663,5.889765893,-49.78672674,0,169.7860353,5.779863088,1197.352953,..,..,0,10.29685786,1.276346739
2007,YR2007,Montenegro,MNE,6.47539429,6.957712681,50.11630512,9.299693278,143.7253945,18.10822692,1927.978892,..,..,0,..,0
2007,YR2007,Morocco,MAR,11.52584527,12.23327052,90.24747754,0.679488434,81.74428893,8.650679723,487.3045077,..,..,0.019862294,2.26767093,0.007032465
2007,YR2007,Mozambique,MOZ,1.896553091,2.012958397,-21.3159789,15.16940726,496.7812556,81.04788777,407.2787497,..,..,6.869171923,15.48880884,0.126688206
2007,YR2007,Myanmar,MMR,..,..,-50.97067113,1.996753833,..,66.25057203,307.4430696,..,..,..,..,..
2007,YR2007,Namibia,NAM,12.22231341,12.97248599,75.12629948,10.23451382,77.08622699,14.63918669,623.2331049,..,..,0,0.431613812,0
2007,YR2007,Nepal,NPL,4.672629921,4.959423325,8.86254941,2.57128102,201.6363465,88.47592581,357.1308727,..,..,0,..,0
2007,YR2007,Netherlands,NLD,9.014334039,9.672677632,22.79341438,1.811134638,103.3839892,3.518204472,4843.796088,..,..,1.690199338,8.727870265,0.111253826
2007,YR2007,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,0.00520135,..
2007,YR2007,New Zealand,NZL,7.199782776,8.123609597,17.58967655,25.02612369,123.0979884,7.18568306,4053.334438,..,..,0.74939317,4.597770009,0.647901257
2007,YR2007,Nicaragua,NIC,7.313150627,7.762012059,49.35493294,8.160672455,128.8325749,42.4843946,521.9619498,..,..,0,0.878276139,0
2007,YR2007,Niger,NER,..,..,..,..,..,..,..,..,..,0,2.565065967,0
2007,YR2007,Nigeria,NGA,5.711356573,6.061904213,-115.5709812,0.487113543,164.9646654,81.91586902,747.1012487,..,..,4.75459597,93.66636374,31.13179519
2007,YR2007,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
